"Feature_index","HMDB_ID","Metabolite","mz","Priority_score","Status","Module","Anchor","Related_classes","Covaries_with_standard","AVA","qvalue","effect_size","RT","Method"
"232","","",520.9095,0.2693,"enriched in IBD",2,"","","0",0.1475,0.404630704266168,0.2285,16.03,"C18-neg"
"267","","",433.2358,0.2681,"depleted in IBD",6,"","","0",0.0062,0.0486079231219242,0.2143,12.72,"C18-neg"
"213","","",374.9064,0.267,"enriched in IBD",2,"","","0",0.0065,0.255578089865232,0.2365,18.95,"C18-neg"
"26","","",510.8808,0.2658,"enriched in IBD",2,"","","0",0.0015,0.104303629035113,0.3467,17.7,"C18-neg"
"163","","",220.0613,0.2647,"enriched in IBD",25,"","","0",0.4858,0.64526663935188,0.4689,3.73,"HILIC-neg"
"611","","",520.9095,0.2635,"enriched in IBD",2,"","","0",0.6063,0.463742209640292,0.2288,16.9,"C18-neg"
"840","","",361.1661,0.2624,"enriched in IBD",30,"","","0",0.0647,0.557746881080287,0.2876,13.25,"C18-neg"
"289","","",300.2604,0.2612,"depleted in IBD",4,"","","0",9e-04,0.00250134933191287,3.8357,1.98,"HILIC-pos"
"387","","",164.1428,0.2601,"depleted in IBD",1,"","","0",0.0012,0.20154756799653,1.2441,6.42,"HILIC-pos"
"147","","",353.1481,0.2589,"depleted in IBD",6,"","","0",0.0188,0.658003350045298,1.14,1.88,"HILIC-pos"
"462","","",327.3035,0.2578,"depleted in IBD",3,"","","0",9e-04,0.000446464843838396,4.8259,10.3,"C8-pos"
"589","","",259.0611,0.2566,"enriched in IBD",1,"","","0",0.0035,0.579595113168976,1.1525,5.37,"C18-neg"
"601","","",176.0455,0.2555,"enriched in IBD",18,"","","0",0.1227,0.575620053502316,0.28,2.84,"HILIC-neg"
"789","","",333.9381,0.2543,"enriched in IBD",2,"","","0",0.0013,0.128106292142446,0.3643,18.4,"C18-neg"
"544","","",510.8812,0.2532,"enriched in IBD",2,"","","0",0.0016,0.226645428292879,0.3696,16.8,"C18-neg"
"388","","",712.5515,0.252,"depleted in IBD",5,"","","0",0.3339,0.668457327656972,0.9337,7.22,"C8-pos"
"431","","",323.2262,0.2509,"depleted in IBD",6,"","","0",0.0398,0.191768256432516,0.2045,6.12,"C8-pos"
"650","","",677.1431,0.2497,"depleted in IBD",4,"","","0",0.001,0.0708590525139202,3.504,4.46,"C8-pos"
"892","","",178.0892,0.2486,"depleted in IBD",9,"","","0",0.0022,0.506140824783284,0.7883,2.91,"HILIC-neg"
"870","","",214.08,0.2474,"enriched in IBD",8,"","","0",0.0015,0.218113339345892,0.406,5.83,"HILIC-neg"
"192","","",169.9626,0.2463,"enriched in IBD",8,"","","0",0.0542,0.538823210100675,0.2587,15.58,"HILIC-neg"
"588","","",248.9601,0.2451,"enriched in IBD",2,"","","0",1,0.400504802345815,0.2114,18.94,"C18-neg"
"673","","",137.0957,0.244,"depleted in IBD",1,"","","0",0.0011,0.116538009906162,0.4828,6.95,"HILIC-pos"
"530","","",209.0122,0.2428,"depleted in IBD",0,"","","0",1,0.741941684922486,1.5556,7.15,"HILIC-neg"
"598","","",273.1893,0.2417,"enriched in IBD",13,"","","0",0.0334,0.607985588556191,0.2932,1.07,"HILIC-neg"
"569","","",648.853,0.2405,"enriched in IBD",2,"","","0",0.0015,0.233569764655251,0.3391,18.93,"C18-neg"
"485","","",609.1552,0.2394,"depleted in IBD",4,"","","0",8e-04,0.0236367718722973,4.044,4.46,"C8-pos"
"304","","",401.9251,0.2382,"enriched in IBD",29,"","","0",0.503,0.301337591530779,0.1966,18.79,"C18-neg"
"68","","",355.9587,0.2371,"enriched in IBD",12,"","","0",0.0194,0.538823210100675,0.2593,17.33,"C18-neg"
"54","","",510.881,0.2359,"enriched in IBD",2,"","","0",0.0055,0.341218388132764,0.2315,18.96,"C18-neg"
"717","","",319.1913,0.2348,"depleted in IBD",1,"","","0",0.1608,0.720720495557337,0.8739,5.15,"C18-neg"
"708","","",357.311,0.2336,"depleted in IBD",4,"","","0",0.001,0.16674275428245,2.437,4.45,"C8-pos"
"867","","",545.5254,0.2325,"depleted in IBD",3,"","","0",8e-04,0.013987287220897,3.4877,10.38,"C8-pos"
"414","","",274.0586,0.2313,"enriched in IBD",18,"","","0",0.2647,0.668271760437721,0.3923,14.05,"HILIC-neg"
"723","","",316.128,0.2301,"depleted in IBD",1,"","","0",0.0022,0.538033482161472,0.5935,5.11,"HILIC-pos"
"608","","",287.9712,0.229,"enriched in IBD",2,"","","0",0.0154,0.466009360457596,0.2246,18.34,"C18-neg"
"546","","",214.0812,0.2278,"enriched in IBD",8,"","","0",0.0239,0.5405770751772,0.2466,15.55,"HILIC-neg"
"58","","",214.0796,0.2267,"enriched in IBD",8,"","","0",0.0102,0.625854422003067,0.3058,0.49,"HILIC-neg"
"426","","",423.1894,0.2255,"depleted in IBD",10,"","","0",8e-04,0.0288065864823204,1.9478,13.18,"C18-neg"
"401","","",124.0755,0.2244,"depleted in IBD",1,"","","0",8e-04,0.0756568248158119,1.6578,8.07,"HILIC-pos"
"547","","",941.7488,0.2232,"depleted in IBD",6,"","","0",0.1236,0.613013929560838,0.2547,6.13,"C8-pos"
"815","","",480.2781,0.2221,"enriched in IBD",26,"tauroursodeoxycholic acid","Steroids and steroid derivatives","1",0.0567,0.74505050787873,1.3221,8.26,"C18-neg"
"474","","",151.9952,0.2209,"enriched in IBD",12,"","","0",0.001,0.063625236228356,0.4262,18.93,"C18-neg"
"335","","",287.9712,0.2198,"enriched in IBD",2,"","","0",0.0346,0.44723441390725,0.2103,17.86,"C18-neg"
"513","","",332.1327,0.2186,"depleted in IBD",15,"","","0",0.001,0.238001002659268,2.0874,7.79,"HILIC-pos"
"292","","",208.0723,0.2175,"depleted in IBD",18,"","","0",0.009,0.465080349677332,0.2186,14.07,"HILIC-neg"
"626","","",551.3241,0.2163,"depleted in IBD",22,"","","0",0.3712,0.72305589690372,0.382,1.15,"HILIC-neg"
"706","","",178.122,0.2152,"depleted in IBD",1,"","","0",7e-04,0.035146507693535,2.068,6.72,"HILIC-pos"
"17","","",391.2134,0.214,"depleted in IBD",6,"","","0",0.0867,0.183751984578722,0.1788,6.13,"C8-pos"
"549","","",235.2048,0.2129,"depleted in IBD",10,"","","0",9e-04,0.029108508459415,0.4864,1.66,"HILIC-pos"
"692","","",236.9188,0.2117,"enriched in IBD",13,"","","0",0.052,0.575176782844743,0.2273,12.06,"HILIC-neg"
"346","","",569.1924,0.2106,"depleted in IBD",10,"","","0",8e-04,0.0469879168092625,1.2613,13.19,"C18-neg"
"209","","",423.9462,0.2094,"enriched in IBD",12,"","","0",0.0157,0.588978788566386,0.2484,17.32,"C18-neg"
"590","","",306.919,0.2083,"enriched in IBD",29,"","","0",0.4003,0.346627850422403,0.1854,18.81,"C18-neg"
"208","","",170.8697,0.2071,"depleted in IBD",13,"","","0",0.0641,0.383834130863294,0.1882,0.62,"C18-neg"
"790","","",235.2421,0.206,"depleted in IBD",4,"","","0",7e-04,0.0543265745722624,2.8576,4.46,"C8-pos"
"180","","",355.2021,0.2048,"depleted in IBD",10,"","","0",7e-04,0.0392281302987359,2.7057,13.17,"C18-neg"
"334","","",383.247,0.2037,"depleted in IBD",6,"","","0",0.0416,0.21098483547116,0.1749,6.12,"C8-pos"
"553","","",182.0932,0.2025,"depleted in IBD",28,"","","0",0.0698,0.753751938001233,1.2961,1.26,"HILIC-neg"
"200","","",333.9379,0.2014,"enriched in IBD",2,"","","0",0.0024,0.398329738537406,0.2332,18.21,"C18-neg"
"38","","",401.9246,0.2002,"enriched in IBD",2,"","","0",0.0016,0.341218388132764,0.2602,18.21,"C18-neg"
"378","","",355.9587,0.1991,"enriched in IBD",2,"","","0",0.0445,0.513993977147633,0.2053,17.75,"C18-neg"
"514","","",396.348,0.1979,"depleted in IBD",3,"","","0",0.0079,0.640970923506107,0.2676,2.99,"HILIC-neg"
"222","","",263.2359,0.1968,"enriched in IBD",19,"","","0",0.4719,0.748858286113074,0.4176,1.64,"HILIC-pos"
"682","","",333.9382,0.1956,"enriched in IBD",2,"","","0",0.0012,0.193708298487773,0.2729,18.9,"C18-neg"
"713","","",202.027,0.1945,"enriched in IBD",8,"","","0",0.0045,0.594527273319578,0.2625,11.45,"HILIC-neg"
"541","","",249.1607,0.1933,"enriched in IBD",8,"","","0",0.0455,0.658003350045298,0.2544,15.6,"HILIC-neg"
"685","","",300.1178,0.1922,"depleted in IBD",15,"","","0",0.0056,0.72467250526346,0.6936,7.89,"HILIC-pos"
"498","","",427.201,0.191,"depleted in IBD",10,"","","0",7e-04,0.0481328453450555,2.0485,13.17,"C18-neg"
"399","","",751.1471,0.1899,"depleted in IBD",4,"","","0",6e-04,0.0110793573954631,4.4001,4.46,"C8-pos"
"560","","",373.8704,0.1887,"enriched in IBD",13,"","","0",0.001,0.157038926410718,0.3006,12.01,"HILIC-neg"
"352","","",355.9587,0.1876,"enriched in IBD",2,"","","0",0.0152,0.526636936291204,0.2009,16.72,"C18-neg"
"736","","",306.9188,0.1864,"enriched in IBD",2,"","","0",0.0024,0.44723441390725,0.2266,18.39,"C18-neg"
"704","","",355.2523,0.1853,"depleted in IBD",6,"","","0",0.0314,0.323919124756599,0.174,6.12,"C8-pos"
"14","","",318.2901,0.1841,"depleted in IBD",4,"","","0",7e-04,0.133708558605898,2.3901,1.64,"HILIC-pos"
"677","","",151.9953,0.183,"enriched in IBD",2,"","","0",7e-04,0.0276578444186927,0.3706,18.9,"C18-neg"
"768","","",405.1928,0.1818,"depleted in IBD",4,"","","0",6e-04,0.0253607042817325,3.7939,4.46,"C8-pos"
"842","","",156.0123,0.1807,"enriched in IBD",8,"","","0",0.1241,0.746898897610819,0.2886,0.45,"HILIC-neg"
"712","","",208.1173,0.1795,"depleted in IBD",15,"","","0",0.0026,0.658003350045298,0.3373,7.89,"HILIC-pos"
"523","","",220.064,0.1784,"depleted in IBD",0,"","","0",1,0.774170204785395,0.4512,3.77,"HILIC-neg"
"486","","",578.8684,0.1772,"enriched in IBD",2,"","","0",0.0019,0.50882967503859,0.2464,18.36,"C18-neg"
"616","","",287.9713,0.1761,"enriched in IBD",2,"","","0",0.0044,0.454323909152035,0.1963,16.7,"C18-neg"
"104","","",423.9462,0.1749,"enriched in IBD",2,"","","0",0.0076,0.499717959303243,0.1894,16.69,"C18-neg"
"809","","",139.1477,0.1738,"depleted in IBD",4,"","","0",7e-04,0.188403284392116,0.7255,1.64,"HILIC-pos"
"512","","",240.1335,0.1726,"depleted in IBD",15,"","","0",6e-04,0.0924829319075717,1.7087,9.05,"HILIC-pos"
"780","","",164.0351,0.1715,"depleted in IBD",24,"","","0",0.2613,0.815732843371325,1.0076,2.24,"HILIC-neg"
"137","","",385.1473,0.1703,"depleted in IBD",7,"cholestenone","Steroids and steroid derivatives","1",6e-04,1.05529784056475e-05,5.6168,7,"C8-pos"
"389","","",249.9635,0.1692,"enriched in IBD",2,"","","0",0.0127,0.538823210100675,0.1839,16.84,"C18-neg"
"889","","",141.1269,0.168,"depleted in IBD",10,"","","0",6e-04,0.037640666275726,1.0957,1.64,"HILIC-pos"
"358","","",287.9712,0.1669,"enriched in IBD",12,"","","0",0.0097,0.62732911828153,0.2067,17.33,"C18-neg"
"686","","",469.9127,0.1657,"enriched in IBD",29,"","","0",0.1982,0.424855414395182,0.1554,18.8,"C18-neg"
"390","","",321.2391,0.1646,"depleted in IBD",4,"","","0",0.0213,0.239200285032592,0.1498,1.64,"HILIC-pos"
"898","","",445.174,0.1634,"depleted in IBD",10,"","","0",6e-04,0.064790773527674,2.0469,13.17,"C18-neg"
"230","","",126.8797,0.1623,"depleted in IBD",13,"","","0",0.0518,0.388766159953578,0.1516,0.62,"C18-neg"
"419","","",355.9589,0.1611,"enriched in IBD",12,"","","0",0.0058,0.705931879841856,0.2416,17.28,"C18-neg"
"273","","",333.9377,0.16,"enriched in IBD",2,"","","0",0.0019,0.387244596420106,0.1915,18.94,"C18-neg"
"51","","",559.9207,0.1588,"enriched in IBD",2,"","","0",0.0054,0.634169363499629,0.2094,18.35,"C18-neg"
"60","","",220.0961,0.1577,"depleted in IBD",1,"","","0",5e-04,0.00624155240612798,3.4348,4.94,"HILIC-pos"
"603","","",211.1685,0.1565,"enriched in IBD",19,"","","0",0.0186,0.799779283498301,0.3116,1.64,"HILIC-pos"
"494","","",156.0048,0.1554,"enriched in IBD",8,"","","0",0.0029,0.643606559798833,0.2178,13.89,"HILIC-neg"
"823","","",491.9335,0.1542,"enriched in IBD",12,"","","0",0.0101,0.72467250526346,0.2169,17.32,"C18-neg"
"465","","",207.069,0.153,"enriched in IBD",27,"","","0",0.2591,0.836746670095608,0.3203,1.7,"HILIC-neg"
"679","","",473.1807,0.1519,"depleted in IBD",4,"","","0",5e-04,0.0482882015158575,3.2262,4.46,"C8-pos"
"865","","",174.0908,0.1507,"depleted in IBD",1,"","","0",6e-04,0.404630704266168,0.5528,6.5,"HILIC-pos"
"802","","",469.2633,0.1496,"enriched in IBD",18,"","","0",1,0.839103894858978,0.4074,2.94,"HILIC-neg"
"73","","",555.3515,0.1484,"depleted in IBD",22,"","","0",1,0.588929900744469,0.1522,1.17,"HILIC-neg"
"536","","",335.2171,0.1473,"depleted in IBD",10,"","","0",4e-04,0.0274403228223055,3.2007,13.18,"C18-neg"
"148","","",224.1273,0.1461,"depleted in IBD",1,"","","0",4e-04,0.000814064891462996,3.938,4.32,"HILIC-pos"
"757","","",401.9254,0.145,"enriched in IBD",2,"","","0",0.004,0.529098377756457,0.1632,18.94,"C18-neg"
"132","","",451.3186,0.1438,"depleted in IBD",30,"","","0",0.0157,0.804816256633706,0.2628,5.44,"C8-pos"
"656","","",646.8553,0.1427,"enriched in IBD",2,"","","0",0.002,0.655931343196285,0.2167,18.35,"C18-neg"
"666","","",287.9712,0.1415,"enriched in IBD",2,"","","0",0.001,0.431966701807243,0.218,16.48,"C18-neg"
"35","","",214.081,0.1404,"enriched in IBD",8,"","","0",0.0078,0.800503433378941,0.2611,0.46,"HILIC-neg"
"897","","",165.1269,0.1392,"depleted in IBD",3,"","","0",4e-04,0.0178308757850705,0.8053,2.35,"HILIC-pos"
"615","","",193.0528,0.1381,"depleted in IBD",1,"","","0",0.0011,0.527411391463814,0.2175,3.84,"HILIC-neg"
"377","","",206.138,0.1369,"depleted in IBD",3,"","","0",7e-04,0.495983894155872,0.2717,3.7,"HILIC-pos"
"443","","",153.1633,0.1358,"depleted in IBD",4,"","","0",5e-04,0.28504916193148,0.8056,1.64,"HILIC-pos"
"450","","",469.9127,0.1346,"enriched in IBD",2,"","","0",0.0021,0.533050462746999,0.1622,18.96,"C18-neg"
"370","","",555.1845,0.1335,"depleted in IBD",4,"","","0",4e-04,0.0211165699730294,3.4491,4.46,"C8-pos"
"8","","",225.1479,0.1323,"depleted in IBD",3,"","","0",4e-04,0.0711703879287744,1.3379,1.77,"HILIC-pos"
"36","","",300.1179,0.1312,"depleted in IBD",15,"","","0",0.0051,0.864422438033699,0.4356,7.79,"HILIC-pos"
"866","","",168.98,0.13,"depleted in IBD",1,"","","0",0.0053,0.847222794261301,0.3304,0.74,"C18-neg"
"729","","",295.892,0.1289,"enriched in IBD",8,"","","0",0.0011,0.634169363499629,0.211,11.75,"HILIC-neg"
"726","","",193.0532,0.1277,"depleted in IBD",8,"","","0",0.0298,0.753751938001233,0.1834,5.08,"HILIC-neg"
"583","","",167.1789,0.1266,"depleted in IBD",19,"","","0",4e-04,0.269642994675706,1.3764,1.64,"HILIC-pos"
"740","","",221.0445,0.1254,"depleted in IBD",1,"","","0",4e-04,0.0809338938841145,2.132,1.18,"C18-neg"
"367","","",202.027,0.1243,"enriched in IBD",8,"","","0",0.0031,0.663828930903379,0.1712,11.71,"HILIC-neg"
"900","","",306.9191,0.1231,"enriched in IBD",2,"","","0",0.0011,0.55772400004886,0.1861,18.21,"C18-neg"
"297","","",401.9253,0.122,"enriched in IBD",2,"","","0",0.0024,0.659219954846539,0.1752,18.35,"C18-neg"
"172","","",321.2405,0.1208,"depleted in IBD",4,"","","0",4e-04,0.0611415290144868,2.0607,5.63,"C8-pos"
"103","","",300.0729,0.1197,"depleted in IBD",13,"","","0",1,0.667491630115775,0.1379,7.12,"HILIC-neg"
"502","","",559.921,0.1185,"depleted in IBD",2,"","","0",0.0025,0.424855414395182,0.1301,17.87,"C18-neg"
"878","","",313.2738,0.1174,"depleted in IBD",6,"","","0",0.0085,0.249691183784957,0.1053,6.12,"C8-pos"
"662","","",299.25,0.1162,"depleted in IBD",4,"","","0",3e-04,0.0756568248158119,1.9199,1.65,"HILIC-pos"
"126","","",202.0278,0.1151,"enriched in IBD",30,"","","0",0.0029,0.837531166747669,0.2245,13.47,"HILIC-neg"
"855","","",355.959,0.1139,"enriched in IBD",2,"","","0",0.0015,0.636207692192405,0.1612,16.47,"C18-neg"
"750","","",295.892,0.1128,"enriched in IBD",8,"","","0",0.0012,0.747374648625378,0.207,11.87,"HILIC-neg"
"631","","",176.0431,0.1116,"enriched in IBD",18,"","","0",0.0542,0.753632211822262,0.1405,2.79,"HILIC-neg"
"397","","",297.1524,0.1105,"enriched in IBD",2,"","","0",6e-04,0.304232471325477,0.1928,18.89,"C18-neg"
"299","","",295.8921,0.1093,"depleted in IBD",22,"","","0",3e-04,0.151335163263853,0.4115,10.9,"HILIC-neg"
"874","","",237.9516,0.1082,"enriched in IBD",13,"","","0",0.0052,0.643700628564209,0.1188,10.53,"HILIC-neg"
"284","","",377.15,0.107,"enriched in IBD",1,"","","0",0.0033,0.869031342365566,0.22,5.15,"C18-neg"
"455","","",172.8667,0.1059,"depleted in IBD",13,"","","0",0.0395,0.753632211822262,0.1277,0.62,"C18-neg"
"351","","",225.185,0.1047,"depleted in IBD",4,"","","0",3e-04,0.0605600389907689,3.107,4.45,"C8-pos"
"718","","",341.3054,0.1036,"depleted in IBD",6,"","","0",0.0026,0.486497818391596,0.0998,6.13,"C8-pos"
"18","","",214.0792,0.1024,"depleted in IBD",8,"","","0",0.0064,0.578817958034732,0.0952,2.49,"HILIC-neg"
"690","","",145.9253,0.1013,"enriched in IBD",24,"","","0",0.0049,0.869031342365566,0.1838,16.1,"C18-neg"
"323","","",151.9952,0.1001,"enriched in IBD",12,"","","0",0.0013,0.839103894858978,0.1866,18.96,"C18-neg"
"843","","",74.0979,0.099,"depleted in IBD",11,"carnosol","Prenol lipids","1",3e-04,0.1472042642582,1.0877,2.98,"HILIC-pos"
"876","","",281.2464,0.0978,"enriched in IBD",19,"","","0",1,0.770828368953646,0.1161,1.64,"HILIC-pos"
"263","","",208.0727,0.0967,"depleted in IBD",27,"","","0",0.043,0.893178790636104,0.2144,1.67,"HILIC-neg"
"444","","",351.6388,0.0955,"enriched in IBD",12,"","","0",5e-04,0.770190817157351,0.2638,3.4,"C8-pos"
"312","","",211.1696,0.0944,"depleted in IBD",4,"","","0",3e-04,0.0221483471114503,3.2533,4.46,"C8-pos"
"567","","",129.102,0.0932,"depleted in IBD",1,"","","0",3e-04,0.162568822580862,1.9516,8.31,"HILIC-pos"
"464","","",176.043,0.0921,"enriched in IBD",12,"","","0",3e-04,0.503683625404829,0.5291,6.97,"HILIC-neg"
"839","","",109.0648,0.0909,"depleted in IBD",7,"cholestenone","Steroids and steroid derivatives","1",2e-04,0.0251877502119391,2.2738,1.68,"HILIC-pos"
"168","","",620.5617,0.0898,"depleted in IBD",17,"","","0",0.55,0.919369539467962,0.3169,8.86,"C8-pos"
"501","","",321.2098,0.0886,"enriched in IBD",30,"","","0",0.0983,0.881853011355719,0.1579,17.38,"C18-neg"
"811","","",265.2428,0.0875,"depleted in IBD",4,"","","0",3e-04,0.641114361421861,0.6586,1.64,"HILIC-pos"
"166","","",202.0268,0.0863,"enriched in IBD",8,"","","0",0.0031,0.874425122216018,0.1656,11.47,"HILIC-neg"
"339","","",214.0811,0.0852,"enriched in IBD",18,"","","0",0.1899,0.74505050787873,0.087,15.2,"HILIC-neg"
"211","","",197.1529,0.084,"enriched in IBD",19,"","","0",0.0158,0.874425122216018,0.1393,1.64,"HILIC-pos"
"483","","",97.1013,0.0829,"depleted in IBD",19,"","","0",0.0045,0.390063380848101,0.0728,1.64,"HILIC-pos"
"316","","",214.0811,0.0817,"enriched in IBD",18,"","","0",0.1301,0.499717959303243,0.0674,15.13,"HILIC-neg"
"41","","",300.0732,0.0806,"depleted in IBD",12,"","","0",0.0253,0.810537168197242,0.0948,7.01,"HILIC-neg"
"672","","",468.2773,0.0794,"depleted in IBD",20,"","","0",0.229,0.930477838130469,0.267,14.1,"C18-neg"
"451","","",141.0905,0.0783,"depleted in IBD",3,"","","0",2e-04,0.0889745507032317,1.2905,2.36,"HILIC-pos"
"175","","",251.113,0.0771,"depleted in IBD",30,"","","0",0.0038,0.869031342365566,0.1267,8.9,"HILIC-pos"
"856","","",208.0725,0.0759,"enriched in IBD",8,"","","0",6e-04,0.865754998865568,0.1954,15.56,"HILIC-neg"
"10","","",283.2277,0.0748,"depleted in IBD",10,"","","0",2e-04,0.0924829319075717,1.167,12.52,"C18-neg"
"118","","",214.0801,0.0736,"enriched in IBD",18,"","","0",0.1584,0.930477838130469,0.2176,15.13,"HILIC-neg"
"136","","",176.0429,0.0725,"enriched in IBD",8,"","","0",2e-04,0.233606963615362,0.2676,13.93,"HILIC-neg"
"105","","",355.9586,0.0713,"enriched in IBD",2,"","","0",0.0064,0.893178790636104,0.1374,16.59,"C18-neg"
"496","","",321.2404,0.0702,"depleted in IBD",4,"","","0",3e-04,0.612644895096441,0.149,5.45,"C8-pos"
"719","","",287.9714,0.069,"enriched in IBD",2,"","","0",0.0012,0.892950732141963,0.151,17.03,"C18-neg"
"688","","",359.3158,0.0679,"depleted in IBD",6,"","","0",0.0146,0.436613279329291,0.0624,6.12,"C8-pos"
"469","","",287.9542,0.0667,"enriched in IBD",2,"","","0",2e-04,0.076929632154413,0.6734,17.58,"C18-neg"
"470","","",170.0822,0.0656,"enriched in IBD",12,"","","0",0.0075,0.744472190692073,0.0659,5.55,"HILIC-neg"
"356","","",297.2433,0.0644,"depleted in IBD",10,"","","0",2e-04,0.143481644346938,0.2776,14.68,"C18-neg"
"733","","",322.2727,0.0633,"enriched in IBD",19,"","","0",0.0074,0.934146794536029,0.284,1.63,"HILIC-pos"
"32","","",401.3415,0.0621,"enriched in IBD",7,"cholestenone","Steroids and steroid derivatives","1",6e-04,0.869031342365566,0.1318,6.01,"C8-pos"
"101","","",1092.3704,0.061,"enriched in IBD",6,"","","0",0.0459,0.93786818241195,0.2651,6.13,"C8-pos"
"336","","",274.1425,0.0598,"depleted in IBD",1,"","","0",2e-04,0.0110793573954631,2.9448,7.9,"HILIC-pos"
"340","","",193.1581,0.0587,"enriched in IBD",19,"","","0",0.0188,0.535427100717674,0.0605,1.64,"HILIC-pos"
"84","","",376.342,0.0575,"enriched in IBD",6,"","","0",0.0023,0.869031342365566,0.0866,6.13,"C8-pos"
"237","","",344.1115,0.0564,"enriched in IBD",5,"","","0",0.0471,0.952759427705451,0.8628,2.33,"HILIC-pos"
"407","","",259.2044,0.0552,"depleted in IBD",3,"","","0",2e-04,0.301139910670152,0.7709,4.59,"C8-pos"
"223","","",245.2255,0.0541,"enriched in IBD",19,"","","0",0.0851,0.551750011323365,0.0532,1.64,"HILIC-pos"
"755","","",559.9209,0.0529,"enriched in IBD",2,"","","0",0.0029,0.930649286312258,0.1402,18.07,"C18-neg"
"563","","",207.1374,0.0518,"depleted in IBD",3,"","","0",2e-04,0.177549470781873,0.8442,3.51,"HILIC-pos"
"179","","",214.0811,0.0506,"enriched in IBD",12,"","","0",0.0087,0.914623344585776,0.0827,5.54,"HILIC-neg"
"836","","",401.9243,0.0495,"enriched in IBD",2,"","","0",0.0013,0.914623344585776,0.0911,17.93,"C18-neg"
"849","","",315.2539,0.0483,"enriched in IBD",22,"","","0",0.0363,0.919369539467962,0.0796,11.65,"C18-neg"
"247","","",401.9253,0.0472,"enriched in IBD",2,"","","0",0.0015,0.930649286312258,0.1166,18.31,"C18-neg"
"245","","",201.9893,0.046,"enriched in IBD",18,"","","0",0.4714,0.961278008869563,0.1838,15.3,"HILIC-neg"
"238","","",295.8921,0.0449,"enriched in IBD",27,"","","0",0.0221,0.902584979528837,0.0652,12.17,"HILIC-neg"
"428","","",137.9738,0.0437,"enriched in IBD",8,"","","0",2e-04,0.0127859784303706,1.8404,18.92,"C18-neg"
"585","","",128.8767,0.0426,"enriched in IBD",13,"","","0",0.0379,0.84572935869638,0.0467,0.62,"C18-neg"
"329","","",179.1424,0.0414,"enriched in IBD",19,"","","0",0.0224,0.658003350045298,0.044,1.65,"HILIC-pos"
"556","","",423.946,0.0403,"enriched in IBD",2,"","","0",0.0028,0.945552914926203,0.1182,16.6,"C18-neg"
"617","","",98.0602,0.0391,"enriched in IBD",12,"","","0",2e-04,0.308619398852244,0.8086,7.44,"HILIC-pos"
"164","","",260.9066,0.038,"enriched in IBD",2,"","","0",3e-04,0.705931879841856,0.0621,17.03,"C18-neg"
"641","","",261.0071,0.0368,"depleted in IBD",14,"","","0",1,0.753751938001233,0.0423,9.16,"HILIC-neg"
"597","","",104.9525,0.0357,"enriched in IBD",2,"","","0",2e-04,0.62732911828153,0.1445,16.81,"C18-neg"
"246","","",343.2125,0.0345,"depleted in IBD",24,"","","0",0.0887,0.696591889600845,0.0421,9.91,"C18-neg"
"826","","",197.1893,0.0334,"depleted in IBD",10,"","","0",2e-04,0.0422395675401226,1.4915,1.65,"HILIC-pos"
"187","","",415.1793,0.0322,"depleted in IBD",1,"","","0",0.0152,0.900490765505617,0.0463,5.15,"C18-neg"
"124","","",176.045,0.0311,"enriched in IBD",8,"","","0",0.0016,0.966046956753727,0.2408,5.08,"HILIC-neg"
"775","","",221.2265,0.0299,"depleted in IBD",4,"","","0",1e-04,0.00683232122194873,3.522,4.46,"C8-pos"
"82","","",833.7349,0.0288,"depleted in IBD",24,"","","0",0.4535,0.971190910561282,0.3928,11.91,"C8-pos"
"517","","",296.8853,0.0276,"enriched in IBD",18,"","","0",0.0989,0.962794341225718,0.0758,13.54,"HILIC-neg"
"170","","",239.1996,0.0265,"enriched in IBD",19,"","","0",0.0043,0.971190910561282,0.237,1.65,"HILIC-pos"
"225","","",299.2572,0.0253,"depleted in IBD",4,"","","0",1e-04,0.000741244983421645,4.1224,3.17,"HILIC-pos"
"109","","",306.0999,0.0242,"depleted in IBD",18,"","","0",0.1972,0.544548909767966,0.0377,1.65,"HILIC-neg"
"748","","",167.1062,0.023,"depleted in IBD",3,"","","0",1e-04,0.0378408399010388,0.8016,4.36,"HILIC-pos"
"698","","",156.9951,0.0219,"enriched in IBD",13,"","","0",0.0116,0.395403059231995,0.0365,14.7,"C18-neg"
"634","","",201.9894,0.0207,"enriched in IBD",18,"","","0",0.1652,0.975516977680061,0.2204,15.2,"HILIC-neg"
"64","","",254.1108,0.0196,"depleted in IBD",15,"","","0",1e-04,0.0400202224578393,1.9995,7.83,"HILIC-pos"
"106","","",225.0579,0.0184,"depleted in IBD",13,"","","0",0.1297,0.980072320664202,0.4517,4.75,"HILIC-neg"
"754","","",261.0073,0.0173,"depleted in IBD",14,"","","0",0.0533,0.962794341225718,0.0385,0.99,"C18-neg"
"576","","",374.9064,0.0161,"enriched in IBD",2,"","","0",0.0012,0.620254906380092,0.0361,18.33,"C18-neg"
"125","","",134.0808,0.015,"depleted in IBD",0,"","","0",1,0.971190910561282,0.0413,7.6,"HILIC-pos"
"817","","",299.2572,0.0138,"depleted in IBD",4,"","","0",1e-04,2.58591213143397e-05,4.0899,2.99,"HILIC-pos"
"130","","",96.9772,0.0127,"enriched in IBD",18,"","","0",0.0125,0.822263159043105,0.0345,14.04,"HILIC-neg"
